idx,params_1,params_2,params_3,params_4,fitness_1,gen,train_params,archt_scores
0,7.0,29.0,18.0,3.0,6.5732,0.0,145032,762.2607961974597
1,5.0,21.0,20.0,26.0,6.6539,0.0,317306,673.2209515942368
2,5.0,20.0,16.0,38.0,6.5825,0.0,412861,671.1362116342185
3,4.0,21.0,9.0,19.0,6.5517,0.0,215652,621.4055121376812
4,3.0,29.0,8.0,40.0,6.4254,0.0,598984,651.2916702874018
5,5.0,22.0,27.0,39.0,6.4666,0.0,494043,677.240462402789
6,3.0,14.0,8.0,47.0,6.7997,0.0,335359,577.2182351604579
7,2.0,26.0,15.0,31.0,6.506,0.0,421613,535.6389856567424
8,9.0,8.0,16.0,28.0,7.3732,0.0,123385,631.3118509941872
9,6.0,24.0,25.0,14.0,6.2675,0.0,252425,724.5964236877683
10,9.0,20.0,19.0,34.0,6.3564,0.0,409261,698.6778786133691
11,5.0,6.0,30.0,36.0,6.9702,0.0,116671,562.1824935160075
12,1.0,7.0,28.0,26.0,7.878,0.0,95448,0.0
13,1.0,24.0,20.0,22.0,7.3959,0.0,274065,487.8223816550062
14,4.0,28.0,15.0,46.0,6.4327,0.0,688713,688.4252459223737
15,2.0,11.0,23.0,15.0,6.9371,0.0,90666,410.5861483707198
16,4.0,30.0,9.0,35.0,6.5205,0.0,555521,640.2647885156166
17,8.0,7.0,7.0,21.0,7.6092,0.0,77358,331.20256556126066
18,9.0,20.0,8.0,20.0,6.6268,0.0,229381,670.5993992875232
19,9.0,14.0,27.0,8.0,6.6797,0.0,106183,712.8538100066197
20,9.0,15.0,22.0,14.0,6.5603,0.0,151616,780.0218032429901
21,10.0,22.0,23.0,19.0,6.3947,0.0,319909,744.8090403689561
22,8.0,7.0,24.0,25.0,6.8785,0.0,99649,653.8405757797638
23,6.0,23.0,12.0,19.0,6.2934,0.0,256279,698.2976671168555
24,3.0,11.0,10.0,3.0,6.9364,0.0,21214,400.485746501147
25,10.0,26.0,13.0,31.0,6.2713,0.0,489733,777.0082588286351
26,2.0,7.0,26.0,49.0,6.9674,0.0,177409,431.00943388529026
27,3.0,9.0,6.0,6.0,7.1835,0.0,29200,140.88662876190963
28,9.0,26.0,17.0,46.0,6.4318,0.0,699931,741.0248646053893
29,9.0,13.0,21.0,16.0,7.1523,0.0,138290,697.5856117248296
30,4.0,26.0,23.0,27.0,6.3862,0.0,410249,704.6735242827748
31,10.0,13.0,19.0,32.0,6.6372,0.0,242610,733.1861648681321
32,6.0,7.0,15.0,40.0,6.9998,0.0,146618,517.7455932841107
33,2.0,20.0,23.0,41.0,6.6058,0.0,429261,562.9984518050346
34,6.0,11.0,12.0,2.0,6.921,0.0,21007,576.4355050995906
35,5.0,8.0,27.0,15.0,6.784,0.0,71573,553.2715264958624
36,6.0,30.0,10.0,22.0,6.5627,0.0,381621,756.6553442372217
37,7.0,6.0,8.0,10.0,7.5198,0.0,32931,95.98977891186547
38,4.0,6.0,23.0,41.0,7.1374,0.0,129089,522.8384841728719
39,9.0,24.0,26.0,5.0,6.4912,0.0,192605,799.5274626408125
40,1.0,8.0,25.0,13.0,8.2092,0.0,56269,166.6488164805047
41,10.0,23.0,8.0,26.0,6.7663,0.0,341519,806.7827825271585
42,2.0,16.0,8.0,3.0,7.0137,0.0,28701,321.05351001646164
43,10.0,5.0,11.0,12.0,7.4512,0.0,33866,630.629519975315
44,2.0,20.0,11.0,47.0,6.8263,0.0,479781,554.9202622035409
45,1.0,26.0,5.0,35.0,8.0284,0.0,458327,402.1491104940265
46,7.0,24.0,8.0,17.0,7.11,0.0,235997,721.4177729606897
47,2.0,12.0,7.0,42.0,7.3002,0.0,255553,431.5693411034527
48,5.0,16.0,18.0,12.0,6.748,0.0,120513,596.0987214260666
49,1.0,21.0,19.0,3.0,8.5373,0.0,39562,0.0
50,10.0,8.0,27.0,26.0,6.9312,0.0,124473,648.943607143936
51,4.0,13.0,16.0,47.0,6.6307,0.0,318765,559.0925486191928
52,8.0,23.0,10.0,45.0,6.5251,0.0,560215,786.879874651095
53,4.0,29.0,6.0,44.0,6.5288,0.0,657615,673.2342545661763
54,3.0,10.0,15.0,34.0,6.8126,0.0,176711,436.6744664298867
55,5.0,8.0,24.0,29.0,6.8489,0.0,126605,575.4746282150326
56,3.0,5.0,20.0,44.0,7.1907,0.0,113896,335.5875641652766
57,7.0,23.0,21.0,20.0,6.312,0.0,306876,752.6891376301096
58,6.0,17.0,26.0,17.0,6.7188,0.0,191353,673.7936648085972
59,3.0,22.0,27.0,1.0,6.4898,0.0,49103,655.5099430279308
60,8.0,28.0,7.0,22.0,6.5779,0.0,351001,767.2281765520357
61,1.0,22.0,13.0,9.0,8.3267,0.0,104923,396.05535168081065
62,4.0,29.0,20.0,23.0,6.2363,0.0,396137,666.804702692377
63,10.0,14.0,26.0,23.0,6.5715,0.0,214745,674.0686395580094
64,10.0,25.0,24.0,9.0,6.5509,0.0,259931,785.7163508274666
65,5.0,17.0,28.0,27.0,6.6534,0.0,272014,673.4828890457767
66,2.0,5.0,24.0,13.0,7.4789,0.0,35771,327.7114175025895
67,6.0,10.0,12.0,15.0,6.9453,0.0,83761,626.2720123261568
68,8.0,17.0,27.0,44.0,6.5336,0.0,438818,733.2943116534967
69,10.0,18.0,6.0,26.0,6.7509,0.0,254357,643.5360417514007
70,10.0,18.0,29.0,43.0,6.4479,0.0,483045,756.9387898968466
71,1.0,10.0,19.0,5.0,9.1107,0.0,28911,121.15511392770671
72,5.0,27.0,10.0,29.0,7.0782,0.0,426776,715.4752399112914
73,9.0,20.0,22.0,39.0,6.4338,0.0,470161,786.7514455904682
74,1.0,6.0,20.0,21.0,8.3723,0.0,65827,0.0
75,5.0,19.0,6.0,27.0,6.8456,0.0,268080,625.5954763454683
76,4.0,22.0,25.0,6.0,6.6385,0.0,113509,694.6717381874638
77,3.0,5.0,17.0,44.0,7.4559,0.0,113446,414.98897998762766
78,7.0,15.0,5.0,14.0,7.0415,0.0,113636,615.9807823105466
79,1.0,27.0,29.0,1.0,8.4853,0.0,29208,480.0173410758185
80,9.0,24.0,8.0,13.0,6.6575,0.0,197181,746.6588141994014
81,2.0,24.0,25.0,13.0,6.6061,0.0,182709,560.9550091560411
82,5.0,13.0,27.0,12.0,6.5827,0.0,103578,599.7614628924506
83,2.0,20.0,17.0,41.0,6.5394,0.0,424461,522.1413533298853
84,2.0,5.0,13.0,29.0,7.6281,0.0,74716,403.9327310737849
85,2.0,13.0,9.0,42.0,6.9126,0.0,277728,494.0735211298814
86,9.0,25.0,25.0,23.0,6.3307,0.0,425686,797.7351336675348
87,2.0,9.0,13.0,2.0,7.0657,0.0,12452,288.74514509316464
88,1.0,6.0,11.0,44.0,8.688,0.0,134207,0.0
89,5.0,22.0,15.0,24.0,6.9334,0.0,300231,674.7650989811286
90,10.0,6.0,28.0,45.0,7.1876,0.0,148393,711.6888281703842
91,10.0,25.0,20.0,46.0,6.388,0.0,698671,823.9019029744201
92,8.0,25.0,18.0,24.0,6.4767,0.0,388431,775.8167275501635
93,9.0,10.0,11.0,25.0,7.1589,0.0,136591,700.9137586355001
94,10.0,14.0,5.0,9.0,7.4436,0.0,73541,643.6286175205421
95,3.0,13.0,15.0,22.0,6.7611,0.0,152450,444.44229823998705
96,6.0,27.0,7.0,22.0,6.8734,0.0,326898,735.7234083936486
97,10.0,6.0,6.0,18.0,7.5263,0.0,57085,0.0
98,3.0,9.0,23.0,19.0,6.7589,0.0,93774,379.83839250633184
99,6.0,17.0,22.0,9.0,6.758,0.0,116053,677.5912670609729
100,5.0,8.0,20.0,47.0,7.0503,0.0,197301,584.2841507268388
101,4.0,6.0,14.0,12.0,7.4035,0.0,39457,536.0530887641527
102,9.0,28.0,7.0,20.0,7.0596,0.0,328477,725.7365745601885
103,7.0,15.0,14.0,27.0,6.5935,0.0,226246,665.4788212717829
104,2.0,8.0,22.0,31.0,6.8906,0.0,129565,449.1506762058885
105,8.0,15.0,30.0,22.0,6.284,0.0,221811,713.7014941121829
106,2.0,20.0,8.0,45.0,6.6238,0.0,457341,525.8382321362932
107,8.0,18.0,6.0,20.0,6.6746,0.0,196313,709.7148309747905
108,6.0,28.0,26.0,10.0,6.3438,0.0,256849,729.6956726345506
109,3.0,25.0,23.0,25.0,6.2948,0.0,353326,653.0385390571191
110,2.0,7.0,30.0,6.0,6.8456,0.0,26805,0.0
111,4.0,28.0,12.0,4.0,6.6425,0.0,91137,660.2912265479229
112,7.0,5.0,8.0,26.0,8.4825,0.0,67556,546.8607116909149
113,9.0,21.0,14.0,29.0,6.283,0.0,360542,710.5542622631014
114,8.0,30.0,23.0,46.0,6.4116,0.0,849861,794.9130939386448
115,4.0,18.0,7.0,24.0,6.6869,0.0,225877,568.5758359887777
116,4.0,13.0,23.0,50.0,6.9995,0.0,343694,635.4356474399357
117,3.0,18.0,11.0,23.0,6.8262,0.0,218603,540.3716565466794
118,2.0,7.0,27.0,2.0,7.2172,0.0,12158,404.89225286628624
119,9.0,19.0,29.0,44.0,6.4213,0.0,513824,784.9907585217893
120,4.0,8.0,20.0,26.0,6.894,0.0,111593,496.9343327690562
121,5.0,11.0,25.0,3.0,7.6436,0.0,34216,594.1668756110092
122,4.0,24.0,9.0,7.0,6.787,0.0,104109,626.7492809497431
123,4.0,19.0,17.0,24.0,6.4515,0.0,253428,656.6118454405164
124,9.0,9.0,8.0,39.0,7.4399,0.0,182986,568.0401717381465
125,8.0,9.0,23.0,26.0,6.7172,0.0,134774,606.4411538979998
126,7.0,21.0,20.0,44.0,6.3198,0.0,524348,747.7713779403041
127,6.0,20.0,20.0,41.0,6.6723,0.0,458941,731.272274481546
128,4.0,22.0,24.0,15.0,6.5453,0.0,210797,685.7516725945868
129,1.0,15.0,27.0,48.0,7.4156,0.0,369076,448.6448850160279
130,6.0,15.0,6.0,34.0,6.7485,0.0,264321,650.2146042224962
131,3.0,13.0,24.0,10.0,6.7982,0.0,79592,529.8425376806788
132,7.0,23.0,14.0,46.0,6.552,0.0,580958,717.1194244050793
133,8.0,7.0,30.0,6.0,6.9034,0.0,35667,586.6814093705393
134,9.0,6.0,7.0,15.0,7.2376,0.0,48211,325.6880375826802
135,3.0,6.0,14.0,1.0,7.8984,0.0,5727,223.32176625928335
136,8.0,15.0,10.0,10.0,6.6475,0.0,94071,680.5642974345093
137,8.0,16.0,21.0,25.0,6.4463,0.0,244981,697.93332951455
138,9.0,21.0,6.0,37.0,6.5198,0.0,413118,753.7233467449031
139,2.0,26.0,30.0,34.0,6.5661,0.0,478613,604.2495117104837
140,10.0,7.0,28.0,28.0,6.9414,0.0,114899,760.0047060378444
141,4.0,14.0,22.0,39.0,6.6802,0.0,292933,580.313648377876
142,7.0,20.0,30.0,25.0,6.3503,0.0,334641,738.7119181106111
143,10.0,23.0,12.0,2.0,6.45,0.0,85923,774.4603643286915
144,1.0,28.0,10.0,20.0,7.8288,0.0,286029,442.52249913693197
145,9.0,23.0,13.0,22.0,6.3556,0.0,314644,711.7832237146612
146,2.0,20.0,13.0,20.0,6.7303,0.0,210841,460.4537284446492
147,7.0,17.0,30.0,25.0,6.4995,0.0,275340,665.2381474161848
148,1.0,10.0,25.0,9.0,8.1025,0.0,50191,320.24013959697083
149,4.0,14.0,28.0,22.0,6.6534,0.0,178801,591.1256950782742
150,1.0,6.0,20.0,27.0,8.125,0.0,83947,0.0
151,3.0,20.0,24.0,46.0,6.4585,0.0,489781,654.6507216472228
152,2.0,26.0,27.0,10.0,6.4856,0.0,162545,565.9763805714949
153,6.0,18.0,6.0,40.0,6.8015,0.0,372789,544.8844519505611
154,8.0,17.0,19.0,4.0,6.7725,0.0,79114,708.8721748704969
155,2.0,20.0,29.0,10.0,6.6026,0.0,123441,566.4789291624837
156,1.0,6.0,24.0,40.0,7.8554,0.0,123687,206.2615055154758
157,3.0,25.0,15.0,7.0,6.5779,0.0,113966,638.0538470002667
158,9.0,25.0,16.0,13.0,6.3922,0.0,250986,824.6971198176587
159,7.0,30.0,29.0,50.0,6.6577,0.0,925211,788.210612188446
160,8.0,8.0,6.0,40.0,7.8198,0.0,164513,555.1073018944732
161,8.0,24.0,25.0,22.0,6.5827,0.0,377433,728.3993122121207
162,2.0,26.0,27.0,40.0,6.6095,0.0,553145,619.6230881915061
163,5.0,30.0,9.0,25.0,6.4762,0.0,413451,692.7747156777621
164,5.0,28.0,26.0,8.0,6.4596,0.0,208397,736.0673906297005
165,9.0,30.0,11.0,3.0,6.5436,0.0,131131,788.081552671784
166,7.0,19.0,16.0,49.0,6.6946,0.0,507350,739.5000569132395
167,4.0,19.0,16.0,41.0,6.6017,0.0,413805,584.5672924722504
168,2.0,6.0,6.0,32.0,7.7197,0.0,97589,0.0
169,5.0,5.0,21.0,43.0,7.2097,0.0,112586,505.3405981685933
170,10.0,23.0,11.0,15.0,6.4694,0.0,230462,752.593672855114
171,2.0,29.0,25.0,50.0,6.5437,0.0,761584,623.0636435806745
172,9.0,27.0,21.0,27.0,6.2924,0.0,499096,804.9300068202765
173,9.0,14.0,8.0,10.0,6.8423,0.0,85111,622.8048491531292
174,7.0,23.0,18.0,6.0,6.3821,0.0,134694,712.2404161881946
175,2.0,18.0,7.0,7.0,6.9315,0.0,67965,0.0
176,7.0,29.0,9.0,47.0,6.6049,0.0,733278,788.6547549336019
177,1.0,30.0,19.0,28.0,7.2735,0.0,431991,501.32946993269275
178,7.0,5.0,20.0,21.0,7.0939,0.0,57956,574.6649593089965
179,5.0,7.0,16.0,5.0,7.1325,0.0,23012,581.2161168837996
180,2.0,16.0,27.0,2.0,6.7678,0.0,31625,489.46404894522396
181,6.0,16.0,10.0,1.0,6.8504,0.0,24117,599.8731167332111
182,4.0,16.0,7.0,39.0,6.7931,0.0,320461,577.4487355010635
183,3.0,11.0,5.0,14.0,7.2742,0.0,79624,476.03236896339547
184,2.0,28.0,5.0,19.0,6.7752,0.0,273157,493.9251108667057
185,6.0,27.0,5.0,39.0,7.1026,0.0,548368,708.3585415720908
186,4.0,9.0,10.0,30.0,6.9058,0.0,139867,552.1010691092882
187,2.0,20.0,16.0,46.0,6.5364,0.0,473761,558.8653652466913
188,5.0,9.0,5.0,14.0,7.9322,0.0,65846,475.77005890106636
189,6.0,15.0,20.0,19.0,6.6917,0.0,171471,655.0766509761961
190,5.0,22.0,25.0,21.0,6.4038,0.0,290931,690.3965771722497
191,3.0,23.0,7.0,7.0,6.7448,0.0,91336,574.4714842630183
192,9.0,23.0,14.0,11.0,6.5636,0.0,192616,780.5102358600946
193,7.0,9.0,9.0,15.0,7.3417,0.0,73858,580.6831635710896
194,6.0,21.0,12.0,16.0,6.4018,0.0,199947,669.2828861581842
195,3.0,14.0,16.0,27.0,6.7189,0.0,200335,538.8574873613543
196,1.0,9.0,24.0,2.0,9.9452,0.0,13370,135.7355339392242
197,7.0,7.0,27.0,5.0,6.9207,0.0,29368,556.6013117561578
198,3.0,18.0,14.0,36.0,6.7539,0.0,338887,597.1597673982128
199,7.0,28.0,9.0,38.0,6.5258,0.0,580333,751.0302869320857
